top_dir,sub_dir,field
cn_equity_feature,fguo_ywang,fguo_ywang.bs_vol_diff_var_am
cn_equity_feature,fguo_ywang,fguo_ywang.bs_vol_diff_var_daily
cn_equity_feature,fguo_ywang,fguo_ywang.bs_vol_diff_var_pm
cn_equity_feature,fguo_ywang,fguo_ywang.depth_spread_ratio_kurt_am
cn_equity_feature,fguo_ywang,fguo_ywang.depth_spread_ratio_kurt_daily
cn_equity_feature,fguo_ywang,fguo_ywang.depth_spread_ratio_kurt_pm
cn_equity_feature,fguo_ywang,fguo_ywang.depth_spread_ratio_max_am
cn_equity_feature,fguo_ywang,fguo_ywang.depth_spread_ratio_max_daily
cn_equity_feature,fguo_ywang,fguo_ywang.depth_spread_ratio_max_pm
cn_equity_feature,fguo_ywang,fguo_ywang.depth_spread_ratio_mean_am
cn_equity_feature,fguo_ywang,fguo_ywang.depth_spread_ratio_mean_daily
cn_equity_feature,fguo_ywang,fguo_ywang.depth_spread_ratio_mean_pm
cn_equity_feature,fguo_ywang,fguo_ywang.depth_spread_ratio_min_am
cn_equity_feature,fguo_ywang,fguo_ywang.depth_spread_ratio_min_daily
cn_equity_feature,fguo_ywang,fguo_ywang.depth_spread_ratio_min_pm
cn_equity_feature,fguo_ywang,fguo_ywang.depth_spread_ratio_skew_am
cn_equity_feature,fguo_ywang,fguo_ywang.depth_spread_ratio_skew_daily
cn_equity_feature,fguo_ywang,fguo_ywang.depth_spread_ratio_skew_pm
cn_equity_feature,fguo_ywang,fguo_ywang.depth_spread_ratio_var_am
cn_equity_feature,fguo_ywang,fguo_ywang.depth_spread_ratio_var_daily
cn_equity_feature,fguo_ywang,fguo_ywang.depth_spread_ratio_var_pm
cn_equity_feature,fguo_ywang,fguo_ywang.max_vol_price_diff_kurt_am
cn_equity_feature,fguo_ywang,fguo_ywang.max_vol_price_diff_kurt_daily
cn_equity_feature,fguo_ywang,fguo_ywang.max_vol_price_diff_kurt_pm
cn_equity_feature,fguo_ywang,fguo_ywang.max_vol_price_diff_max_am
cn_equity_feature,fguo_ywang,fguo_ywang.max_vol_price_diff_max_daily
cn_equity_feature,fguo_ywang,fguo_ywang.max_vol_price_diff_max_pm
cn_equity_feature,fguo_ywang,fguo_ywang.max_vol_price_diff_mean_am
cn_equity_feature,fguo_ywang,fguo_ywang.max_vol_price_diff_mean_daily
cn_equity_feature,fguo_ywang,fguo_ywang.max_vol_price_diff_mean_pm
cn_equity_feature,fguo_ywang,fguo_ywang.max_vol_price_diff_min_am
cn_equity_feature,fguo_ywang,fguo_ywang.max_vol_price_diff_min_daily
cn_equity_feature,fguo_ywang,fguo_ywang.max_vol_price_diff_min_pm
cn_equity_feature,fguo_ywang,fguo_ywang.max_vol_price_diff_skew_am
cn_equity_feature,fguo_ywang,fguo_ywang.max_vol_price_diff_skew_daily
cn_equity_feature,fguo_ywang,fguo_ywang.max_vol_price_diff_skew_pm
cn_equity_feature,fguo_ywang,fguo_ywang.max_vol_price_diff_var_am
cn_equity_feature,fguo_ywang,fguo_ywang.max_vol_price_diff_var_daily
cn_equity_feature,fguo_ywang,fguo_ywang.max_vol_price_diff_var_pm
cn_equity_feature,fguo_ywang,fguo_ywang.max_vol_price_rate_kurt_am
cn_equity_feature,fguo_ywang,fguo_ywang.max_vol_price_rate_kurt_daily
cn_equity_feature,fguo_ywang,fguo_ywang.max_vol_price_rate_kurt_pm
cn_equity_feature,fguo_ywang,fguo_ywang.max_vol_price_rate_max_am
cn_equity_feature,fguo_ywang,fguo_ywang.max_vol_price_rate_max_daily
cn_equity_feature,fguo_ywang,fguo_ywang.max_vol_price_rate_max_pm
cn_equity_feature,fguo_ywang,fguo_ywang.max_vol_price_rate_mean_am
cn_equity_feature,fguo_ywang,fguo_ywang.max_vol_price_rate_mean_daily
cn_equity_feature,fguo_ywang,fguo_ywang.max_vol_price_rate_mean_pm
cn_equity_feature,fguo_ywang,fguo_ywang.max_vol_price_rate_min_am
cn_equity_feature,fguo_ywang,fguo_ywang.max_vol_price_rate_min_daily
cn_equity_feature,fguo_ywang,fguo_ywang.max_vol_price_rate_min_pm
cn_equity_feature,fguo_ywang,fguo_ywang.max_vol_price_rate_skew_am
cn_equity_feature,fguo_ywang,fguo_ywang.max_vol_price_rate_skew_daily
cn_equity_feature,fguo_ywang,fguo_ywang.max_vol_price_rate_skew_pm
cn_equity_feature,fguo_ywang,fguo_ywang.max_vol_price_rate_var_am
cn_equity_feature,fguo_ywang,fguo_ywang.max_vol_price_rate_var_daily
cn_equity_feature,fguo_ywang,fguo_ywang.max_vol_price_rate_var_pm
cn_equity_feature,fguo_ywang,fguo_ywang.mid_price_kurt_am
cn_equity_feature,fguo_ywang,fguo_ywang.mid_price_kurt_daily
cn_equity_feature,fguo_ywang,fguo_ywang.mid_price_kurt_pm
cn_equity_feature,fguo_ywang,fguo_ywang.mid_price_skew_am
cn_equity_feature,fguo_ywang,fguo_ywang.mid_price_skew_daily
cn_equity_feature,fguo_ywang,fguo_ywang.mid_price_skew_pm
cn_equity_feature,fguo_ywang,fguo_ywang.mid_price_var_am
cn_equity_feature,fguo_ywang,fguo_ywang.mid_price_var_daily
cn_equity_feature,fguo_ywang,fguo_ywang.mid_price_var_pm
cn_equity_feature,fguo_ywang,fguo_ywang.s123_vol_ratio_kurt_am
cn_equity_feature,fguo_ywang,fguo_ywang.s123_vol_ratio_kurt_daily
cn_equity_feature,fguo_ywang,fguo_ywang.s123_vol_ratio_kurt_pm
cn_equity_feature,fguo_ywang,fguo_ywang.s123_vol_ratio_max_am
cn_equity_feature,fguo_ywang,fguo_ywang.s123_vol_ratio_max_daily
cn_equity_feature,fguo_ywang,fguo_ywang.s123_vol_ratio_max_pm
cn_equity_feature,fguo_ywang,fguo_ywang.s123_vol_ratio_mean_am
cn_equity_feature,fguo_ywang,fguo_ywang.s123_vol_ratio_mean_daily
cn_equity_feature,fguo_ywang,fguo_ywang.s123_vol_ratio_mean_pm
cn_equity_feature,fguo_ywang,fguo_ywang.s123_vol_ratio_min_am
cn_equity_feature,fguo_ywang,fguo_ywang.s123_vol_ratio_min_daily
cn_equity_feature,fguo_ywang,fguo_ywang.s123_vol_ratio_min_pm
cn_equity_feature,fguo_ywang,fguo_ywang.s123_vol_ratio_skew_am
cn_equity_feature,fguo_ywang,fguo_ywang.s123_vol_ratio_skew_daily
cn_equity_feature,fguo_ywang,fguo_ywang.s123_vol_ratio_skew_pm
cn_equity_feature,fguo_ywang,fguo_ywang.s123_vol_ratio_var_am
cn_equity_feature,fguo_ywang,fguo_ywang.s123_vol_ratio_var_daily
cn_equity_feature,fguo_ywang,fguo_ywang.s123_vol_ratio_var_pm
cn_equity_feature,fguo_ywang,fguo_ywang.s1_vol_ratio_kurt_am
cn_equity_feature,fguo_ywang,fguo_ywang.s1_vol_ratio_kurt_daily
cn_equity_feature,fguo_ywang,fguo_ywang.s1_vol_ratio_kurt_pm
cn_equity_feature,fguo_ywang,fguo_ywang.s1_vol_ratio_max_am
cn_equity_feature,fguo_ywang,fguo_ywang.s1_vol_ratio_max_daily
cn_equity_feature,fguo_ywang,fguo_ywang.s1_vol_ratio_max_pm
cn_equity_feature,fguo_ywang,fguo_ywang.s1_vol_ratio_mean_am
cn_equity_feature,fguo_ywang,fguo_ywang.s1_vol_ratio_mean_daily
cn_equity_feature,fguo_ywang,fguo_ywang.s1_vol_ratio_mean_pm
cn_equity_feature,fguo_ywang,fguo_ywang.s1_vol_ratio_min_am
cn_equity_feature,fguo_ywang,fguo_ywang.s1_vol_ratio_min_daily
cn_equity_feature,fguo_ywang,fguo_ywang.s1_vol_ratio_min_pm
cn_equity_feature,fguo_ywang,fguo_ywang.s1_vol_ratio_skew_am
cn_equity_feature,fguo_ywang,fguo_ywang.s1_vol_ratio_skew_daily
cn_equity_feature,fguo_ywang,fguo_ywang.s1_vol_ratio_skew_pm
cn_equity_feature,fguo_ywang,fguo_ywang.s1_vol_ratio_var_am
cn_equity_feature,fguo_ywang,fguo_ywang.s1_vol_ratio_var_daily
cn_equity_feature,fguo_ywang,fguo_ywang.s1_vol_ratio_var_pm
cn_equity_feature,fguo_ywang,fguo_ywang.s5_b1_vol_diff_kurt_am
cn_equity_feature,fguo_ywang,fguo_ywang.s5_b1_vol_diff_kurt_daily
cn_equity_feature,fguo_ywang,fguo_ywang.s5_b1_vol_diff_kurt_pm
cn_equity_feature,fguo_ywang,fguo_ywang.s5_b1_vol_diff_max_am
cn_equity_feature,fguo_ywang,fguo_ywang.s5_b1_vol_diff_max_daily
cn_equity_feature,fguo_ywang,fguo_ywang.s5_b1_vol_diff_max_pm
cn_equity_feature,fguo_ywang,fguo_ywang.s5_b1_vol_diff_mean_am
cn_equity_feature,fguo_ywang,fguo_ywang.s5_b1_vol_diff_mean_daily
cn_equity_feature,fguo_ywang,fguo_ywang.s5_b1_vol_diff_mean_pm
cn_equity_feature,fguo_ywang,fguo_ywang.s5_b1_vol_diff_min_am
cn_equity_feature,fguo_ywang,fguo_ywang.s5_b1_vol_diff_min_daily
cn_equity_feature,fguo_ywang,fguo_ywang.s5_b1_vol_diff_min_pm
cn_equity_feature,fguo_ywang,fguo_ywang.s5_b1_vol_diff_skew_am
cn_equity_feature,fguo_ywang,fguo_ywang.s5_b1_vol_diff_skew_daily
cn_equity_feature,fguo_ywang,fguo_ywang.s5_b1_vol_diff_skew_pm
cn_equity_feature,fguo_ywang,fguo_ywang.s5_b1_vol_diff_var_am
cn_equity_feature,fguo_ywang,fguo_ywang.s5_b1_vol_diff_var_daily
cn_equity_feature,fguo_ywang,fguo_ywang.s5_b1_vol_diff_var_pm
cn_equity_feature,fguo_ywang,fguo_ywang.s_avg_spread_kurt_am
cn_equity_feature,fguo_ywang,fguo_ywang.s_avg_spread_kurt_daily
cn_equity_feature,fguo_ywang,fguo_ywang.s_avg_spread_kurt_pm
cn_equity_feature,fguo_ywang,fguo_ywang.s_avg_spread_max_am
cn_equity_feature,fguo_ywang,fguo_ywang.s_avg_spread_max_daily
cn_equity_feature,fguo_ywang,fguo_ywang.s_avg_spread_max_pm
cn_equity_feature,fguo_ywang,fguo_ywang.s_avg_spread_mean_am
cn_equity_feature,fguo_ywang,fguo_ywang.s_avg_spread_mean_daily
cn_equity_feature,fguo_ywang,fguo_ywang.s_avg_spread_mean_pm
cn_equity_feature,fguo_ywang,fguo_ywang.s_avg_spread_min_am
cn_equity_feature,fguo_ywang,fguo_ywang.s_avg_spread_min_daily
cn_equity_feature,fguo_ywang,fguo_ywang.s_avg_spread_min_pm
cn_equity_feature,fguo_ywang,fguo_ywang.s_avg_spread_skew_am
cn_equity_feature,fguo_ywang,fguo_ywang.s_avg_spread_skew_daily
cn_equity_feature,fguo_ywang,fguo_ywang.s_avg_spread_skew_pm
cn_equity_feature,fguo_ywang,fguo_ywang.s_avg_spread_var_am
cn_equity_feature,fguo_ywang,fguo_ywang.s_avg_spread_var_daily
cn_equity_feature,fguo_ywang,fguo_ywang.s_avg_spread_var_pm
cn_equity_feature,fguo_ywang,fguo_ywang.s_depth_spread_kurt_am
cn_equity_feature,fguo_ywang,fguo_ywang.s_depth_spread_kurt_daily
cn_equity_feature,fguo_ywang,fguo_ywang.s_depth_spread_kurt_pm
cn_equity_feature,fguo_ywang,fguo_ywang.s_depth_spread_mean_am
cn_equity_feature,fguo_ywang,fguo_ywang.s_depth_spread_mean_pm
cn_equity_feature,fguo_ywang,fguo_ywang.s_depth_spread_skew_am
cn_equity_feature,fguo_ywang,fguo_ywang.s_depth_spread_skew_daily
cn_equity_feature,fguo_ywang,fguo_ywang.s_depth_spread_skew_pm
cn_equity_feature,fguo_ywang,fguo_ywang.s_depth_spread_var_am
cn_equity_feature,fguo_ywang,fguo_ywang.s_depth_spread_var_daily
cn_equity_feature,fguo_ywang,fguo_ywang.s_depth_spread_var_pm
cn_equity_feature,fguo_ywang,fguo_ywang.s_max_vol_price_kurt_am
cn_equity_feature,fguo_ywang,fguo_ywang.s_max_vol_price_kurt_daily
cn_equity_feature,fguo_ywang,fguo_ywang.s_max_vol_price_kurt_pm
cn_equity_feature,fguo_ywang,fguo_ywang.s_max_vol_price_max_am
cn_equity_feature,fguo_ywang,fguo_ywang.s_max_vol_price_max_daily
cn_equity_feature,fguo_ywang,fguo_ywang.s_max_vol_price_max_pm
cn_equity_feature,fguo_ywang,fguo_ywang.s_max_vol_price_mean_am
cn_equity_feature,fguo_ywang,fguo_ywang.s_max_vol_price_mean_daily
cn_equity_feature,fguo_ywang,fguo_ywang.s_max_vol_price_mean_pm
cn_equity_feature,fguo_ywang,fguo_ywang.s_max_vol_price_min_am
cn_equity_feature,fguo_ywang,fguo_ywang.s_max_vol_price_min_daily
cn_equity_feature,fguo_ywang,fguo_ywang.s_max_vol_price_min_pm
cn_equity_feature,fguo_ywang,fguo_ywang.s_max_vol_price_skew_am
cn_equity_feature,fguo_ywang,fguo_ywang.s_max_vol_price_skew_daily
cn_equity_feature,fguo_ywang,fguo_ywang.s_max_vol_price_skew_pm
cn_equity_feature,fguo_ywang,fguo_ywang.s_max_vol_price_var_am
cn_equity_feature,fguo_ywang,fguo_ywang.s_max_vol_price_var_daily
cn_equity_feature,fguo_ywang,fguo_ywang.s_max_vol_price_var_pm
cn_equity_feature,fguo_ywang,fguo_ywang.s_vol_disp_kurt_am
cn_equity_feature,fguo_ywang,fguo_ywang.s_vol_disp_kurt_daily
cn_equity_feature,fguo_ywang,fguo_ywang.s_vol_disp_kurt_pm
cn_equity_feature,fguo_ywang,fguo_ywang.s_vol_disp_max_am
cn_equity_feature,fguo_ywang,fguo_ywang.s_vol_disp_max_daily
cn_equity_feature,fguo_ywang,fguo_ywang.s_vol_disp_max_pm
cn_equity_feature,fguo_ywang,fguo_ywang.s_vol_disp_mean_am
cn_equity_feature,fguo_ywang,fguo_ywang.s_vol_disp_mean_daily
cn_equity_feature,fguo_ywang,fguo_ywang.s_vol_disp_mean_pm
cn_equity_feature,fguo_ywang,fguo_ywang.s_vol_disp_min_am
cn_equity_feature,fguo_ywang,fguo_ywang.s_vol_disp_min_daily
cn_equity_feature,fguo_ywang,fguo_ywang.s_vol_disp_min_pm
cn_equity_feature,fguo_ywang,fguo_ywang.s_vol_disp_skew_am
cn_equity_feature,fguo_ywang,fguo_ywang.s_vol_disp_skew_daily
cn_equity_feature,fguo_ywang,fguo_ywang.s_vol_disp_skew_pm
cn_equity_feature,fguo_ywang,fguo_ywang.s_vol_disp_var_am
cn_equity_feature,fguo_ywang,fguo_ywang.s_vol_disp_var_daily
cn_equity_feature,fguo_ywang,fguo_ywang.s_vol_disp_var_pm
cn_equity_feature,fguo_ywang,fguo_ywang.s_vol_price_corr_kurt_am
cn_equity_feature,fguo_ywang,fguo_ywang.s_vol_price_corr_kurt_daily
cn_equity_feature,fguo_ywang,fguo_ywang.s_vol_price_corr_kurt_pm
cn_equity_feature,fguo_ywang,fguo_ywang.s_vol_price_corr_max_am
cn_equity_feature,fguo_ywang,fguo_ywang.s_vol_price_corr_max_daily
cn_equity_feature,fguo_ywang,fguo_ywang.s_vol_price_corr_max_pm
cn_equity_feature,fguo_ywang,fguo_ywang.s_vol_price_corr_mean_am
cn_equity_feature,fguo_ywang,fguo_ywang.s_vol_price_corr_mean_daily
cn_equity_feature,fguo_ywang,fguo_ywang.s_vol_price_corr_mean_pm
cn_equity_feature,fguo_ywang,fguo_ywang.s_vol_price_corr_min_am
cn_equity_feature,fguo_ywang,fguo_ywang.s_vol_price_corr_min_daily
cn_equity_feature,fguo_ywang,fguo_ywang.s_vol_price_corr_min_pm
cn_equity_feature,fguo_ywang,fguo_ywang.s_vol_price_corr_skew_am
cn_equity_feature,fguo_ywang,fguo_ywang.s_vol_price_corr_skew_daily
cn_equity_feature,fguo_ywang,fguo_ywang.s_vol_price_corr_skew_pm
cn_equity_feature,fguo_ywang,fguo_ywang.s_vol_price_corr_var_am
cn_equity_feature,fguo_ywang,fguo_ywang.s_vol_price_corr_var_daily
cn_equity_feature,fguo_ywang,fguo_ywang.s_vol_price_corr_var_pm
cn_equity_feature,fguo_ywang,fguo_ywang.spread_kurt_am
cn_equity_feature,fguo_ywang,fguo_ywang.spread_kurt_daily
cn_equity_feature,fguo_ywang,fguo_ywang.spread_kurt_pm
cn_equity_feature,fguo_ywang,fguo_ywang.spread_skew_am
cn_equity_feature,fguo_ywang,fguo_ywang.spread_skew_daily
cn_equity_feature,fguo_ywang,fguo_ywang.spread_skew_pm
cn_equity_feature,fguo_ywang,fguo_ywang.spread_var_am
cn_equity_feature,fguo_ywang,fguo_ywang.spread_var_daily
cn_equity_feature,fguo_ywang,fguo_ywang.spread_var_pm
cn_equity_feature,fguo_ywang,fguo_ywang.weighted_spread_kurt_am
cn_equity_feature,fguo_ywang,fguo_ywang.weighted_spread_kurt_daily
cn_equity_feature,fguo_ywang,fguo_ywang.weighted_spread_kurt_pm
cn_equity_feature,fguo_ywang,fguo_ywang.weighted_spread_skew_am
cn_equity_feature,fguo_ywang,fguo_ywang.weighted_spread_skew_daily
cn_equity_feature,fguo_ywang,fguo_ywang.weighted_spread_skew_pm
cn_equity_feature,fguo_ywang,fguo_ywang.weighted_spread_var_am
cn_equity_feature,fguo_ywang,fguo_ywang.weighted_spread_var_daily
cn_equity_feature,fguo_ywang,fguo_ywang.weighted_spread_var_pm
cn_equity_feature,fguo_ywang,max_vol_price_diff_kurt_am
cn_equity_feature,fguo_ywang,max_vol_price_diff_kurt_daily
cn_equity_feature,fguo_ywang,max_vol_price_diff_kurt_pm
cn_equity_feature,fguo_ywang,max_vol_price_diff_max_am
cn_equity_feature,fguo_ywang,max_vol_price_diff_max_daily
cn_equity_feature,fguo_ywang,max_vol_price_diff_max_pm
cn_equity_feature,fguo_ywang,max_vol_price_diff_mean_am
cn_equity_feature,fguo_ywang,max_vol_price_diff_mean_daily
cn_equity_feature,fguo_ywang,max_vol_price_diff_mean_pm
cn_equity_feature,fguo_ywang,max_vol_price_diff_min_am
cn_equity_feature,fguo_ywang,max_vol_price_diff_min_daily
cn_equity_feature,fguo_ywang,max_vol_price_diff_min_pm
cn_equity_feature,fguo_ywang,max_vol_price_diff_skew_am
cn_equity_feature,fguo_ywang,max_vol_price_diff_skew_daily
cn_equity_feature,fguo_ywang,max_vol_price_diff_skew_pm
cn_equity_feature,fguo_ywang,max_vol_price_diff_var_am
cn_equity_feature,fguo_ywang,max_vol_price_diff_var_daily
cn_equity_feature,fguo_ywang,max_vol_price_diff_var_pm
cn_equity_feature,fguo_ywang,max_vol_price_rate_kurt_am
cn_equity_feature,fguo_ywang,max_vol_price_rate_kurt_daily
cn_equity_feature,fguo_ywang,max_vol_price_rate_kurt_pm
cn_equity_feature,fguo_ywang,max_vol_price_rate_max_am
cn_equity_feature,fguo_ywang,max_vol_price_rate_max_daily
cn_equity_feature,fguo_ywang,max_vol_price_rate_max_pm
cn_equity_feature,fguo_ywang,max_vol_price_rate_mean_am
cn_equity_feature,fguo_ywang,max_vol_price_rate_mean_daily
cn_equity_feature,fguo_ywang,max_vol_price_rate_mean_pm
cn_equity_feature,fguo_ywang,max_vol_price_rate_min_am
cn_equity_feature,fguo_ywang,max_vol_price_rate_min_daily
cn_equity_feature,fguo_ywang,max_vol_price_rate_min_pm
cn_equity_feature,fguo_ywang,max_vol_price_rate_skew_am
cn_equity_feature,fguo_ywang,max_vol_price_rate_skew_daily
cn_equity_feature,fguo_ywang,max_vol_price_rate_skew_pm
cn_equity_feature,fguo_ywang,max_vol_price_rate_var_am
cn_equity_feature,fguo_ywang,max_vol_price_rate_var_daily
cn_equity_feature,fguo_ywang,max_vol_price_rate_var_pm
cn_equity_feature,fguo_ywang,mid_price_kurt_am
cn_equity_feature,fguo_ywang,mid_price_kurt_daily
cn_equity_feature,fguo_ywang,mid_price_kurt_pm
cn_equity_feature,fguo_ywang,mid_price_skew_am
cn_equity_feature,fguo_ywang,mid_price_skew_daily
cn_equity_feature,fguo_ywang,mid_price_skew_pm
cn_equity_feature,fguo_ywang,mid_price_var_am
cn_equity_feature,fguo_ywang,mid_price_var_daily
cn_equity_feature,fguo_ywang,mid_price_var_pm
cn_equity_feature,fguo_ywang,s123_vol_ratio_kurt_am
cn_equity_feature,fguo_ywang,s123_vol_ratio_kurt_daily
cn_equity_feature,fguo_ywang,s123_vol_ratio_kurt_pm
cn_equity_feature,fguo_ywang,s123_vol_ratio_max_am
cn_equity_feature,fguo_ywang,s123_vol_ratio_max_daily
cn_equity_feature,fguo_ywang,s123_vol_ratio_max_pm
cn_equity_feature,fguo_ywang,s123_vol_ratio_mean_am
cn_equity_feature,fguo_ywang,s123_vol_ratio_mean_daily
cn_equity_feature,fguo_ywang,s123_vol_ratio_mean_pm
cn_equity_feature,fguo_ywang,s123_vol_ratio_min_am
cn_equity_feature,fguo_ywang,s123_vol_ratio_min_daily
cn_equity_feature,fguo_ywang,s123_vol_ratio_min_pm
cn_equity_feature,fguo_ywang,s123_vol_ratio_skew_am
cn_equity_feature,fguo_ywang,s123_vol_ratio_skew_daily
cn_equity_feature,fguo_ywang,s123_vol_ratio_skew_pm
cn_equity_feature,fguo_ywang,s123_vol_ratio_var_am
cn_equity_feature,fguo_ywang,s123_vol_ratio_var_daily
cn_equity_feature,fguo_ywang,s123_vol_ratio_var_pm
cn_equity_feature,fguo_ywang,s1_vol_ratio_kurt_am
cn_equity_feature,fguo_ywang,s1_vol_ratio_kurt_daily
cn_equity_feature,fguo_ywang,s1_vol_ratio_kurt_pm
cn_equity_feature,fguo_ywang,s1_vol_ratio_max_am
cn_equity_feature,fguo_ywang,s1_vol_ratio_max_daily
cn_equity_feature,fguo_ywang,s1_vol_ratio_max_pm
cn_equity_feature,fguo_ywang,s1_vol_ratio_mean_am
cn_equity_feature,fguo_ywang,s1_vol_ratio_mean_daily
cn_equity_feature,fguo_ywang,s1_vol_ratio_mean_pm
cn_equity_feature,fguo_ywang,s1_vol_ratio_min_am
cn_equity_feature,fguo_ywang,s1_vol_ratio_min_daily
cn_equity_feature,fguo_ywang,s1_vol_ratio_min_pm
cn_equity_feature,fguo_ywang,s1_vol_ratio_skew_am
cn_equity_feature,fguo_ywang,s1_vol_ratio_skew_daily
cn_equity_feature,fguo_ywang,s1_vol_ratio_skew_pm
cn_equity_feature,fguo_ywang,s1_vol_ratio_var_am
cn_equity_feature,fguo_ywang,s1_vol_ratio_var_daily
cn_equity_feature,fguo_ywang,s1_vol_ratio_var_pm
cn_equity_feature,fguo_ywang,s5_b1_vol_diff_kurt_am
cn_equity_feature,fguo_ywang,s5_b1_vol_diff_kurt_daily
cn_equity_feature,fguo_ywang,s5_b1_vol_diff_kurt_pm
cn_equity_feature,fguo_ywang,s5_b1_vol_diff_max_am
cn_equity_feature,fguo_ywang,s5_b1_vol_diff_max_daily
cn_equity_feature,fguo_ywang,s5_b1_vol_diff_max_pm
cn_equity_feature,fguo_ywang,s5_b1_vol_diff_mean_am
cn_equity_feature,fguo_ywang,s5_b1_vol_diff_mean_daily
cn_equity_feature,fguo_ywang,s5_b1_vol_diff_mean_pm
cn_equity_feature,fguo_ywang,s5_b1_vol_diff_min_am
cn_equity_feature,fguo_ywang,s5_b1_vol_diff_min_daily
cn_equity_feature,fguo_ywang,s5_b1_vol_diff_min_pm
cn_equity_feature,fguo_ywang,s5_b1_vol_diff_skew_am
cn_equity_feature,fguo_ywang,s5_b1_vol_diff_skew_daily
cn_equity_feature,fguo_ywang,s5_b1_vol_diff_skew_pm
cn_equity_feature,fguo_ywang,s5_b1_vol_diff_var_am
cn_equity_feature,fguo_ywang,s5_b1_vol_diff_var_daily
cn_equity_feature,fguo_ywang,s5_b1_vol_diff_var_pm
cn_equity_feature,fguo_ywang,s_avg_spread_kurt_am
cn_equity_feature,fguo_ywang,s_avg_spread_kurt_daily
cn_equity_feature,fguo_ywang,s_avg_spread_kurt_pm
cn_equity_feature,fguo_ywang,s_avg_spread_max_am
cn_equity_feature,fguo_ywang,s_avg_spread_max_daily
cn_equity_feature,fguo_ywang,s_avg_spread_max_pm
cn_equity_feature,fguo_ywang,s_avg_spread_mean_am
cn_equity_feature,fguo_ywang,s_avg_spread_mean_daily
cn_equity_feature,fguo_ywang,s_avg_spread_mean_pm
cn_equity_feature,fguo_ywang,s_avg_spread_min_am
cn_equity_feature,fguo_ywang,s_avg_spread_min_daily
cn_equity_feature,fguo_ywang,s_avg_spread_min_pm
cn_equity_feature,fguo_ywang,s_avg_spread_skew_am
cn_equity_feature,fguo_ywang,s_avg_spread_skew_daily
cn_equity_feature,fguo_ywang,s_avg_spread_skew_pm
cn_equity_feature,fguo_ywang,s_avg_spread_var_am
cn_equity_feature,fguo_ywang,s_avg_spread_var_daily
cn_equity_feature,fguo_ywang,s_avg_spread_var_pm
cn_equity_feature,fguo_ywang,s_depth_spread_kurt_am
cn_equity_feature,fguo_ywang,s_depth_spread_kurt_daily
cn_equity_feature,fguo_ywang,s_depth_spread_kurt_pm
cn_equity_feature,fguo_ywang,s_depth_spread_mean_am
cn_equity_feature,fguo_ywang,s_depth_spread_mean_pm
cn_equity_feature,fguo_ywang,s_depth_spread_skew_am
cn_equity_feature,fguo_ywang,s_depth_spread_skew_daily
cn_equity_feature,fguo_ywang,s_depth_spread_skew_pm
cn_equity_feature,fguo_ywang,s_depth_spread_var_am
cn_equity_feature,fguo_ywang,s_depth_spread_var_daily
cn_equity_feature,fguo_ywang,s_depth_spread_var_pm
cn_equity_feature,fguo_ywang,s_max_vol_price_kurt_am
cn_equity_feature,fguo_ywang,s_max_vol_price_kurt_daily
cn_equity_feature,fguo_ywang,s_max_vol_price_kurt_pm
cn_equity_feature,fguo_ywang,s_max_vol_price_max_am
cn_equity_feature,fguo_ywang,s_max_vol_price_max_daily
cn_equity_feature,fguo_ywang,s_max_vol_price_max_pm
cn_equity_feature,fguo_ywang,s_max_vol_price_mean_am
cn_equity_feature,fguo_ywang,s_max_vol_price_mean_daily
cn_equity_feature,fguo_ywang,s_max_vol_price_mean_pm
cn_equity_feature,fguo_ywang,s_max_vol_price_min_am
cn_equity_feature,fguo_ywang,s_max_vol_price_min_daily
cn_equity_feature,fguo_ywang,s_max_vol_price_min_pm
cn_equity_feature,fguo_ywang,s_max_vol_price_skew_am
cn_equity_feature,fguo_ywang,s_max_vol_price_skew_daily
cn_equity_feature,fguo_ywang,s_max_vol_price_skew_pm
cn_equity_feature,fguo_ywang,s_max_vol_price_var_am
cn_equity_feature,fguo_ywang,s_max_vol_price_var_daily
cn_equity_feature,fguo_ywang,s_max_vol_price_var_pm
cn_equity_feature,fguo_ywang,s_vol_disp_kurt_am
cn_equity_feature,fguo_ywang,s_vol_disp_kurt_daily
cn_equity_feature,fguo_ywang,s_vol_disp_kurt_pm
cn_equity_feature,fguo_ywang,s_vol_disp_max_am
cn_equity_feature,fguo_ywang,s_vol_disp_max_daily
cn_equity_feature,fguo_ywang,s_vol_disp_max_pm
cn_equity_feature,fguo_ywang,s_vol_disp_mean_am
cn_equity_feature,fguo_ywang,s_vol_disp_mean_daily
cn_equity_feature,fguo_ywang,s_vol_disp_mean_pm
cn_equity_feature,fguo_ywang,s_vol_disp_min_am
cn_equity_feature,fguo_ywang,s_vol_disp_min_daily
cn_equity_feature,fguo_ywang,s_vol_disp_min_pm
cn_equity_feature,fguo_ywang,s_vol_disp_skew_am
cn_equity_feature,fguo_ywang,s_vol_disp_skew_daily
cn_equity_feature,fguo_ywang,s_vol_disp_skew_pm
cn_equity_feature,fguo_ywang,s_vol_disp_var_am
cn_equity_feature,fguo_ywang,s_vol_disp_var_daily
cn_equity_feature,fguo_ywang,s_vol_disp_var_pm
cn_equity_feature,fguo_ywang,s_vol_price_corr_kurt_am
